audio_id,audio_path,original_split,project_split,locale,speaker_id,normalized_speaker_id,speaker_sex,speaker_age,transcript,annot_utt,tokens,labels,intent_idx,intent,scenario_str,duration_sec,sample_rate,num_channels,is_valid,protocol,role,checksum,dataset_type,split_role,split_name
741,dev/57bc2094dbb5be917aedffa4c68db490.wav,validation,SVM,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,phát các bài hát từ r. b. và soul genre,phát các bài hát từ [artist_name : r. b.] và [music_genre : soul] genre,['phát' 'các' 'bài' 'hát' 'từ' 'r.' 'b.' 'và' 'soul' 'genre'],"['Other' 'Other' 'Other' 'Other' 'Other' 'artist_name' 'artist_name'
 'Other' 'music_genre' 'Other']",45,play_music,play,5.04,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,80d934f1743128fa9f0488011f6f13ad7ef8425e149d2f404112638bd8d8a4d5,SVM_CLOSED_SET,TRAIN,svm_closed_set_train
5015,dev/b380d2d7245b37ce8d41a74bec397c21.wav,validation,SVM,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,vui lòng cho tôi biết tin tức mới nhất về tình hình bầu cử ở bang của chúng ta,vui lòng cho tôi biết tin tức mới nhất về [news_topic : tình hình bầu cử] ở [place_name : bang] của chúng ta,"['vui' 'lòng' 'cho' 'tôi' 'biết' 'tin' 'tức' 'mới' 'nhất' 'về' 'tình'
 'hình' 'bầu' 'cử' 'ở' 'bang' 'của' 'chúng' 'ta']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'news_topic' 'news_topic' 'news_topic' 'news_topic' 'Other'
 'place_name' 'Other' 'Other' 'Other']",22,news_query,news,5.28,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,a53cf2be578c2be5caadb7fd159f0d97e206b0732b6f47ed87135ea9ddbcb3fd,SVM_CLOSED_SET,TRAIN,svm_closed_set_train
12373,dev/bac5ec3d93361cb00414e28a69c93428.wav,validation,SVM,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,hãy đặt một chiếc taxi,hãy đặt một chiếc [transport_type : taxi],['hãy' 'đặt' 'một' 'chiếc' 'taxi'],['Other' 'Other' 'Other' 'Other' 'transport_type'],54,transport_taxi,transport,1.68,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,297abc151907ca5b7d80971fe0be06698cda04a2e3ec4662b186fd8e0da45b85,SVM_CLOSED_SET,TRAIN,svm_closed_set_train
8089,dev/05228e8a019a7e501eb60cb95d1e268d.wav,validation,SVM,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,khi nào họp,khi nào [event_name : họp],['khi' 'nào' 'họp'],['Other' 'Other' 'event_name'],50,calendar_set,calendar,1.02,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,c92c19d1470b19e8e1bd9f0158de7ccd0086452b869f5577f7b9cc87cc91680e,SVM_CLOSED_SET,TRAIN,svm_closed_set_train
15812,dev/4d800a3427af226cb32deb00e0428a6a.wav,validation,SVM,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,olly tôi muốn biết về buổi tiệc của mai,olly tôi muốn biết về [event_name : buổi tiệc] của [person : mai],['olly' 'tôi' 'muốn' 'biết' 'về' 'buổi' 'tiệc' 'của' 'mai'],"['Other' 'Other' 'Other' 'Other' 'Other' 'event_name' 'event_name' 'Other'
 'person']",12,general_quirky,general,3.24,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,4e318ce718de3a57497aaf80294650930fa5d04b270edb48039cd4eb4af0883b,SVM_CLOSED_SET,TRAIN,svm_closed_set_train
8729,dev/e60ad97187b5f507b758996cfddbfa79.wav,validation,SVM,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,đặt lời nhắc cho một cuộc hẹn hằng tuần,đặt lời nhắc cho một cuộc hẹn [general_frequency : hằng tuần],['đặt' 'lời' 'nhắc' 'cho' 'một' 'cuộc' 'hẹn' 'hằng' 'tuần'],"['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'general_frequency' 'general_frequency']",50,calendar_set,calendar,2.4,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,d5f854f53f5dea4b59bfe50926ebef2925723d71bec5f4c7099d22b26b0ce1f4,SVM_CLOSED_SET,TRAIN,svm_closed_set_train
15545,dev/33feee9815f799fd26161a6a6a389335.wav,validation,SVM,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,nhắc tôi tweet tại công ty này,nhắc tôi [media_type : tweet] tại công ty này,['nhắc' 'tôi' 'tweet' 'tại' 'công' 'ty' 'này'],['Other' 'Other' 'media_type' 'Other' 'Other' 'Other' 'Other'],50,calendar_set,calendar,2.46,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,edc6d45955b0ed8e3890ac9b93c6f15195b0ce283a53fc05bdf6a5662bdedc01,SVM_CLOSED_SET,TRAIN,svm_closed_set_train
16991,dev/8649b7fbe11a970176d7a92d24af9696.wav,validation,SVM,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,kiểm tra email của trần văn dũng,kiểm tra email của [person : trần văn dũng],['kiểm' 'tra' 'email' 'của' 'trần' 'văn' 'dũng'],['Other' 'Other' 'Other' 'Other' 'person' 'person' 'person'],44,email_query,email,3.12,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,4985b6c221066f31ce60b3ef9743838d1f9acc00d9530630ce9ce66443657b62,SVM_CLOSED_SET,TRAIN,svm_closed_set_train
10238,dev/844785be622dad1c6d78af25cc6fe2ef.wav,validation,SVM,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,tìm công thức gà nấu ragu,tìm công thức [food_type : gà nấu ragu],['tìm' 'công' 'thức' 'gà' 'nấu' 'ragu'],['Other' 'Other' 'Other' 'food_type' 'food_type' 'food_type'],9,cooking_recipe,cooking,3.42,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,ba5dc0a3c3c1b387a110ec18245f02132bf74e00ff001be7fb57897b6b2d61d2,SVM_CLOSED_SET,TRAIN,svm_closed_set_train
9215,dev/db6f3eda8ca1bf3d1bf4fd4afacf690f.wav,validation,SVM,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,mở radio viet nam phát nhạc rock,mở [app_name : radio viet nam] phát nhạc [music_genre : rock],['mở' 'radio' 'viet' 'nam' 'phát' 'nhạc' 'rock'],['Other' 'app_name' 'app_name' 'app_name' 'Other' 'Other' 'music_genre'],36,play_radio,play,2.7,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,22f8fd77be2e6b7136bc2a789c156cc782161d8ea9207320bbcf82833cd4e368,SVM_CLOSED_SET,TRAIN,svm_closed_set_train
5476,dev/1d6502701ebe92d045cfca2a60d91f51.wav,validation,SVM,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,thay đổi màu đèn,thay đổi màu đèn,['thay' 'đổi' 'màu' 'đèn'],['Other' 'Other' 'Other' 'Other'],1,iot_hue_lightchange,iot,1.26,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,3d05a974ff77c872ea2b815753b69ec82ee16144b5b7bf965c9c2a1c6f39a1fa,SVM_CLOSED_SET,TRAIN,svm_closed_set_train
7345,dev/f7aabab99c1ca09800fcc271f6ab89b8.wav,validation,SVM,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,thêm sinh nhật của mai là ngày mười hai tháng bảy vào lịch của tôi,thêm [event_name : sinh nhật] của [person : mai] là [date : ngày mười hai tháng bảy] vào lịch của tôi,"['thêm' 'sinh' 'nhật' 'của' 'mai' 'là' 'ngày' 'mười' 'hai' 'tháng' 'bảy'
 'vào' 'lịch' 'của' 'tôi']","['Other' 'event_name' 'event_name' 'Other' 'person' 'Other' 'date' 'date'
 'date' 'date' 'date' 'Other' 'Other' 'Other' 'Other']",50,calendar_set,calendar,3.06,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,a68a4636dacec49e1128e703269ec57cdc342ebc5008ac7b1249fd7b9e68d187,SVM_CLOSED_SET,TRAIN,svm_closed_set_train
6483,dev/1be5c7a1360b6df98b7285a9df5df845.wav,validation,SVM,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,tôi đã đến vinmart hôm nay,tôi đã đến [place_name : vinmart] [date : hôm nay],['tôi' 'đã' 'đến' 'vinmart' 'hôm' 'nay'],['Other' 'Other' 'Other' 'place_name' 'date' 'date'],12,general_quirky,general,2.1,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,74cac414603c48951bd3b7c3cb03e2bc3295d620f9454b20b8bd2fb1f8e4a1b0,SVM_CLOSED_SET,TRAIN,svm_closed_set_train
11596,dev/a3640050db2a00615fb0c1ef025e3dab.wav,validation,SVM,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,có chương trình xiếc chó đang diễn tra gần thành phố hồ chí minh không,có [event_name : chương trình xiếc chó] đang diễn tra gần [place_name : thành phố hồ chí minh] không,"['có' 'chương' 'trình' 'xiếc' 'chó' 'đang' 'diễn' 'tra' 'gần' 'thành'
 'phố' 'hồ' 'chí' 'minh' 'không']","['Other' 'event_name' 'event_name' 'event_name' 'event_name' 'Other'
 'Other' 'Other' 'Other' 'place_name' 'place_name' 'place_name'
 'place_name' 'place_name' 'Other']",6,recommendation_events,recommendation,4.5,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,fb5d6e2429dca6c84511b6e4747197ab15a38fbe87729fe029807d205ea34a07,SVM_CLOSED_SET,TRAIN,svm_closed_set_train
